id,label,label_desc
1031,46,Squat Jump
1032,21,Lateral Raise
1033,21,Lateral Raise
1034,26,Non-Exercise
1035,49,Static stretch
1036,36,Seated Back Fly
1037,26,Non-Exercise
1038,26,Non-Exercise
1039,26,Non-Exercise
1040,26,Non-Exercise
1041,4,Burpee
1042,17,Fast Alternating Punches
1043,58,Walking lunge
1044,26,Non-Exercise
1045,17,Fast Alternating Punches
1046,37,Shoulder Press (dumbbell)
1047,26,Non-Exercise
1048,26,Non-Exercise
1049,8,Device on Table
1050,18,Jump Rope
1051,8,Device on Table
1052,4,Burpee
1053,26,Non-Exercise
1054,3,Biceps Curl (band)
1055,32,Repetitive Stretching
1056,26,Non-Exercise
1057,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
1058,26,Non-Exercise
1059,26,Non-Exercise
1060,28,Plank
1061,26,Non-Exercise
1062,26,Non-Exercise
1063,26,Non-Exercise
1064,26,Non-Exercise
1065,60,Wall Squat
1066,26,Non-Exercise
1067,49,Static stretch
1068,26,Non-Exercise
1069,26,Non-Exercise
1070,43,"Squat (arms in front of body, parallel to ground)"
1071,26,Non-Exercise
1072,34,Running (treadmill)
1073,37,Shoulder Press (dumbbell)
1074,26,Non-Exercise
1075,26,Non-Exercise
1076,26,Non-Exercise
1077,48,Static Stretch (at your own pace)
1078,26,Non-Exercise
1079,26,Non-Exercise
1080,26,Non-Exercise
1081,26,Non-Exercise
1082,18,Jump Rope
1083,26,Non-Exercise
1084,26,Non-Exercise
1085,26,Non-Exercise
1086,26,Non-Exercise
1087,60,Wall Squat
1088,26,Non-Exercise
1089,40,Sit-up (hands positioned behind head)
1090,24,"Lunge (alternating both legs, weight optional)"
1091,26,Non-Exercise
1092,24,"Lunge (alternating both legs, weight optional)"
1093,8,Device on Table
1094,26,Non-Exercise
1095,47,Squat Rack Shoulder Press
1096,8,Device on Table
1097,58,Walking lunge
1098,57,Walk
1099,60,Wall Squat
1100,26,Non-Exercise
1101,26,Non-Exercise
1102,31,Pushups
1103,26,Non-Exercise
1104,26,Non-Exercise
1105,26,Non-Exercise
1106,26,Non-Exercise
1107,35,Russian Twist
1108,26,Non-Exercise
1109,26,Non-Exercise
1110,56,V-up
1111,26,Non-Exercise
1112,21,Lateral Raise
1113,26,Non-Exercise
1114,26,Non-Exercise
1115,26,Non-Exercise
1116,26,Non-Exercise
1117,26,Non-Exercise
1118,26,Non-Exercise
1119,26,Non-Exercise
1120,44,Squat (hands behind head)
1121,26,Non-Exercise
1122,26,Non-Exercise
1123,26,Non-Exercise
1124,27,Overhead Triceps Extension
1125,26,Non-Exercise
1126,26,Non-Exercise
1127,26,Non-Exercise
1128,60,Wall Squat
1129,26,Non-Exercise
1130,26,Non-Exercise
1131,24,"Lunge (alternating both legs, weight optional)"
1132,41,Sit-ups
1133,11,Dumbbell Row (knee on bench) (label spans both arms)
1134,40,Sit-up (hands positioned behind head)
1135,26,Non-Exercise
1136,50,Tap Right Device
1137,60,Wall Squat
1138,50,Tap Right Device
1139,43,"Squat (arms in front of body, parallel to ground)"
1140,26,Non-Exercise
1141,36,Seated Back Fly
1142,31,Pushups
1143,26,Non-Exercise
1144,26,Non-Exercise
1145,26,Non-Exercise
1146,26,Non-Exercise
1147,8,Device on Table
1148,26,Non-Exercise
1149,52,Triceps Kickback (knee on bench) (left arm)
1150,26,Non-Exercise
1151,26,Non-Exercise
1152,25,Medicine Ball Slam
1153,22,Lawnmower (left arm)
1154,26,Non-Exercise
1155,26,Non-Exercise
1156,26,Non-Exercise
1157,26,Non-Exercise
1158,26,Non-Exercise
1159,26,Non-Exercise
1160,26,Non-Exercise
1161,25,Medicine Ball Slam
1162,26,Non-Exercise
1163,57,Walk
1164,50,Tap Right Device
1165,14,Dumbbell Squat (hands at side)
1166,38,Side Plank Left side
1167,20,Kettlebell Swing
1168,15,Dynamic Stretch (at your own pace)
1169,30,Pushup (knee or foot variation)
1170,8,Device on Table
1171,35,Russian Twist
1172,26,Non-Exercise
1173,26,Non-Exercise
1174,26,Non-Exercise
1175,26,Non-Exercise
1176,21,Lateral Raise
1177,26,Non-Exercise
1178,26,Non-Exercise
1179,33,Rowing machine
1180,28,Plank
1181,43,"Squat (arms in front of body, parallel to ground)"
1182,35,Russian Twist
1183,24,"Lunge (alternating both legs, weight optional)"
1184,10,Dumbbell Deadlift Row
1185,4,Burpee
1186,26,Non-Exercise
1187,26,Non-Exercise
1188,8,Device on Table
1189,1,Band Pull-Down Row
1190,26,Non-Exercise
1191,26,Non-Exercise
1192,26,Non-Exercise
1193,26,Non-Exercise
1194,26,Non-Exercise
1195,26,Non-Exercise
1196,37,Shoulder Press (dumbbell)
1197,26,Non-Exercise
1198,26,Non-Exercise
1199,3,Biceps Curl (band)
1200,26,Non-Exercise
1201,26,Non-Exercise
1202,59,Wall Ball
1203,43,"Squat (arms in front of body, parallel to ground)"
1204,39,Side Plank Right side
1205,33,Rowing machine
1206,7,Crunch
1207,26,Non-Exercise
1208,26,Non-Exercise
1209,26,Non-Exercise
1210,26,Non-Exercise
1211,48,Static Stretch (at your own pace)
1212,26,Non-Exercise
1213,41,Sit-ups
1214,37,Shoulder Press (dumbbell)
1215,26,Non-Exercise
1216,26,Non-Exercise
1217,28,Plank
1218,10,Dumbbell Deadlift Row
1219,41,Sit-ups
1220,26,Non-Exercise
1221,57,Walk
1222,26,Non-Exercise
1223,26,Non-Exercise
1224,8,Device on Table
1225,51,Triceps Kickback (knee on bench) (label spans both arms)
1226,26,Non-Exercise
1227,26,Non-Exercise
1228,26,Non-Exercise
1229,49,Static stretch
1230,14,Dumbbell Squat (hands at side)
1231,26,Non-Exercise
1232,36,Seated Back Fly
1233,9,Dip
1234,22,Lawnmower (left arm)
1235,26,Non-Exercise
1236,37,Shoulder Press (dumbbell)
1237,8,Device on Table
1238,49,Static stretch
1239,30,Pushup (knee or foot variation)
1240,25,Medicine Ball Slam
1241,3,Biceps Curl (band)
1242,7,Crunch
1243,26,Non-Exercise
1244,14,Dumbbell Squat (hands at side)
1245,59,Wall Ball
1246,42,Squat
1247,60,Wall Squat
1248,26,Non-Exercise
1249,5,Butterfly Sit-up
1250,50,Tap Right Device
1251,26,Non-Exercise
1252,26,Non-Exercise
1253,26,Non-Exercise
1254,26,Non-Exercise
1255,18,Jump Rope
1256,29,Power Boat pose
1257,26,Non-Exercise
1258,23,Lawnmower (right arm)
1259,60,Wall Squat
1260,39,Side Plank Right side
1261,26,Non-Exercise
1262,26,Non-Exercise
1263,32,Repetitive Stretching
1264,26,Non-Exercise
1265,26,Non-Exercise
1266,46,Squat Jump
1267,26,Non-Exercise
1268,26,Non-Exercise
1269,26,Non-Exercise
1270,38,Side Plank Left side
1271,5,Butterfly Sit-up
1272,24,"Lunge (alternating both legs, weight optional)"
1273,37,Shoulder Press (dumbbell)
1274,41,Sit-ups
1275,54,Triceps extension (lying down)
1276,26,Non-Exercise
1277,37,Shoulder Press (dumbbell)
1278,41,Sit-ups
1279,26,Non-Exercise
1280,26,Non-Exercise
1281,26,Non-Exercise
1282,45,Squat (kettlebell / goblet)
1283,26,Non-Exercise
1284,18,Jump Rope
1285,52,Triceps Kickback (knee on bench) (left arm)
1286,26,Non-Exercise
1287,11,Dumbbell Row (knee on bench) (label spans both arms)
1288,26,Non-Exercise
1289,6,Chest Press (rack)
1290,3,Biceps Curl (band)
1291,26,Non-Exercise
1292,19,Jumping Jacks
1293,26,Non-Exercise
1294,14,Dumbbell Squat (hands at side)
1295,26,Non-Exercise
1296,26,Non-Exercise
1297,26,Non-Exercise
1298,31,Pushups
1299,26,Non-Exercise
1300,35,Russian Twist
1301,26,Non-Exercise
1302,4,Burpee
1303,43,"Squat (arms in front of body, parallel to ground)"
1304,26,Non-Exercise
1305,23,Lawnmower (right arm)
1306,26,Non-Exercise
1307,50,Tap Right Device
1308,24,"Lunge (alternating both legs, weight optional)"
1309,26,Non-Exercise
1310,26,Non-Exercise
1311,26,Non-Exercise
1312,26,Non-Exercise
1313,26,Non-Exercise
1314,18,Jump Rope
1315,54,Triceps extension (lying down)
1316,26,Non-Exercise
1317,26,Non-Exercise
1318,8,Device on Table
1319,26,Non-Exercise
1320,49,Static stretch
1321,26,Non-Exercise
1322,42,Squat
1323,26,Non-Exercise
1324,2,Bicep Curl
1325,26,Non-Exercise
1326,26,Non-Exercise
1327,26,Non-Exercise
1328,26,Non-Exercise
1329,56,V-up
1330,58,Walking lunge
1331,26,Non-Exercise
1332,26,Non-Exercise
1333,26,Non-Exercise
1334,26,Non-Exercise
1335,26,Non-Exercise
1336,28,Plank
1337,26,Non-Exercise
1338,26,Non-Exercise
1339,26,Non-Exercise
1340,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
1341,26,Non-Exercise
1342,10,Dumbbell Deadlift Row
1343,57,Walk
1344,21,Lateral Raise
1345,34,Running (treadmill)
1346,26,Non-Exercise
1347,26,Non-Exercise
1348,42,Squat
1349,6,Chest Press (rack)
1350,26,Non-Exercise
1351,26,Non-Exercise
1352,6,Chest Press (rack)
1353,46,Squat Jump
1354,8,Device on Table
1355,51,Triceps Kickback (knee on bench) (label spans both arms)
1356,26,Non-Exercise
1357,27,Overhead Triceps Extension
1358,23,Lawnmower (right arm)
1359,26,Non-Exercise
1360,26,Non-Exercise
1361,59,Wall Ball
1362,59,Wall Ball
1363,16,Elliptical machine
1364,26,Non-Exercise
1365,44,Squat (hands behind head)
1366,58,Walking lunge
1367,26,Non-Exercise
1368,3,Biceps Curl (band)
1369,36,Seated Back Fly
1370,50,Tap Right Device
1371,26,Non-Exercise
1372,26,Non-Exercise
1373,26,Non-Exercise
1374,26,Non-Exercise
1375,37,Shoulder Press (dumbbell)
1376,43,"Squat (arms in front of body, parallel to ground)"
1377,26,Non-Exercise
1378,4,Burpee
1379,26,Non-Exercise
1380,57,Walk
1381,60,Wall Squat
1382,7,Crunch
1383,26,Non-Exercise
1384,9,Dip
1385,8,Device on Table
1386,26,Non-Exercise
1387,16,Elliptical machine
1388,26,Non-Exercise
1389,26,Non-Exercise
1390,17,Fast Alternating Punches
1391,26,Non-Exercise
1392,26,Non-Exercise
1393,59,Wall Ball
1394,26,Non-Exercise
1395,26,Non-Exercise
1396,1,Band Pull-Down Row
1397,7,Crunch
1398,11,Dumbbell Row (knee on bench) (label spans both arms)
1399,26,Non-Exercise
1400,22,Lawnmower (left arm)
1401,15,Dynamic Stretch (at your own pace)
1402,26,Non-Exercise
1403,26,Non-Exercise
1404,26,Non-Exercise
1405,26,Non-Exercise
1406,21,Lateral Raise
1407,3,Biceps Curl (band)
1408,8,Device on Table
1409,44,Squat (hands behind head)
1410,9,Dip
1411,30,Pushup (knee or foot variation)
1412,28,Plank
1413,26,Non-Exercise
1414,26,Non-Exercise
1415,26,Non-Exercise
1416,51,Triceps Kickback (knee on bench) (label spans both arms)
1417,30,Pushup (knee or foot variation)
1418,26,Non-Exercise
1419,26,Non-Exercise
1420,1,Band Pull-Down Row
1421,26,Non-Exercise
1422,13,Dumbbell Row (knee on bench) (right arm)
1423,26,Non-Exercise
1424,26,Non-Exercise
1425,26,Non-Exercise
1426,5,Butterfly Sit-up
1427,26,Non-Exercise
1428,26,Non-Exercise
1429,56,V-up
1430,26,Non-Exercise
1431,26,Non-Exercise
1432,26,Non-Exercise
1433,7,Crunch
1434,8,Device on Table
1435,26,Non-Exercise
1436,34,Running (treadmill)
1437,60,Wall Squat
1438,7,Crunch
1439,26,Non-Exercise
1440,2,Bicep Curl
1441,30,Pushup (knee or foot variation)
1442,8,Device on Table
1443,26,Non-Exercise
1444,24,"Lunge (alternating both legs, weight optional)"
1445,23,Lawnmower (right arm)
1446,26,Non-Exercise
1447,56,V-up
1448,26,Non-Exercise
1449,8,Device on Table
1450,34,Running (treadmill)
1451,31,Pushups
1452,26,Non-Exercise
1453,26,Non-Exercise
1454,26,Non-Exercise
1455,11,Dumbbell Row (knee on bench) (label spans both arms)
1456,26,Non-Exercise
1457,8,Device on Table
1458,45,Squat (kettlebell / goblet)
1459,60,Wall Squat
1460,56,V-up
1461,26,Non-Exercise
1462,56,V-up
1463,52,Triceps Kickback (knee on bench) (left arm)
1464,23,Lawnmower (right arm)
1465,28,Plank
1466,26,Non-Exercise
1467,52,Triceps Kickback (knee on bench) (left arm)
1468,2,Bicep Curl
1469,32,Repetitive Stretching
1470,53,Triceps Kickback (knee on bench) (right arm)
1471,18,Jump Rope
1472,26,Non-Exercise
1473,14,Dumbbell Squat (hands at side)
1474,26,Non-Exercise
1475,26,Non-Exercise
1476,26,Non-Exercise
1477,43,"Squat (arms in front of body, parallel to ground)"
1478,51,Triceps Kickback (knee on bench) (label spans both arms)
1479,7,Crunch
1480,58,Walking lunge
1481,7,Crunch
1482,21,Lateral Raise
1483,26,Non-Exercise
1484,26,Non-Exercise
1485,26,Non-Exercise
1486,26,Non-Exercise
1487,28,Plank
1488,26,Non-Exercise
1489,26,Non-Exercise
1490,26,Non-Exercise
1491,26,Non-Exercise
1492,26,Non-Exercise
1493,47,Squat Rack Shoulder Press
1494,26,Non-Exercise
1495,10,Dumbbell Deadlift Row
1496,26,Non-Exercise
1497,26,Non-Exercise
1498,43,"Squat (arms in front of body, parallel to ground)"
1499,26,Non-Exercise
1500,44,Squat (hands behind head)
1501,9,Dip
1502,24,"Lunge (alternating both legs, weight optional)"
1503,27,Overhead Triceps Extension
1504,26,Non-Exercise
1505,10,Dumbbell Deadlift Row
1506,8,Device on Table
1507,19,Jumping Jacks
1508,24,"Lunge (alternating both legs, weight optional)"
1509,26,Non-Exercise
1510,26,Non-Exercise
1511,43,"Squat (arms in front of body, parallel to ground)"
1512,58,Walking lunge
1513,26,Non-Exercise
1514,26,Non-Exercise
1515,0,Arm Band Adjustment
1516,9,Dip
1517,7,Crunch
1518,59,Wall Ball
1519,26,Non-Exercise
1520,26,Non-Exercise
1521,5,Butterfly Sit-up
1522,48,Static Stretch (at your own pace)
1523,26,Non-Exercise
1524,26,Non-Exercise
1525,26,Non-Exercise
1526,54,Triceps extension (lying down)
1527,26,Non-Exercise
1528,26,Non-Exercise
1529,26,Non-Exercise
1530,26,Non-Exercise
1531,37,Shoulder Press (dumbbell)
1532,36,Seated Back Fly
1533,1,Band Pull-Down Row
1534,54,Triceps extension (lying down)
1535,26,Non-Exercise
1536,26,Non-Exercise
1537,26,Non-Exercise
1538,21,Lateral Raise
1539,26,Non-Exercise
1540,30,Pushup (knee or foot variation)
1541,49,Static stretch
1542,26,Non-Exercise
1543,26,Non-Exercise
1544,26,Non-Exercise
1545,26,Non-Exercise
1546,35,Russian Twist
1547,26,Non-Exercise
1548,30,Pushup (knee or foot variation)
1549,4,Burpee
1550,26,Non-Exercise
1551,9,Dip
1552,26,Non-Exercise
1553,26,Non-Exercise
1554,26,Non-Exercise
1555,60,Wall Squat
1556,19,Jumping Jacks
1557,26,Non-Exercise
1558,26,Non-Exercise
1559,26,Non-Exercise
1560,45,Squat (kettlebell / goblet)
1561,26,Non-Exercise
1562,54,Triceps extension (lying down)
1563,42,Squat
1564,9,Dip
1565,37,Shoulder Press (dumbbell)
1566,59,Wall Ball
1567,26,Non-Exercise
1568,26,Non-Exercise
1569,2,Bicep Curl
1570,26,Non-Exercise
1571,26,Non-Exercise
1572,28,Plank
1573,25,Medicine Ball Slam
1574,21,Lateral Raise
1575,26,Non-Exercise
1576,26,Non-Exercise
1577,29,Power Boat pose
1578,1,Band Pull-Down Row
1579,26,Non-Exercise
1580,26,Non-Exercise
1581,10,Dumbbell Deadlift Row
1582,1,Band Pull-Down Row
1583,20,Kettlebell Swing
1584,47,Squat Rack Shoulder Press
1585,26,Non-Exercise
1586,4,Burpee
1587,26,Non-Exercise
1588,26,Non-Exercise
1589,46,Squat Jump
1590,26,Non-Exercise
1591,56,V-up
1592,26,Non-Exercise
1593,46,Squat Jump
1594,37,Shoulder Press (dumbbell)
1595,26,Non-Exercise
1596,21,Lateral Raise
1597,26,Non-Exercise
1598,59,Wall Ball
1599,26,Non-Exercise
1600,26,Non-Exercise
1601,26,Non-Exercise
1602,26,Non-Exercise
1603,45,Squat (kettlebell / goblet)
1604,26,Non-Exercise
1605,14,Dumbbell Squat (hands at side)
1606,38,Side Plank Left side
1607,60,Wall Squat
1608,7,Crunch
1609,26,Non-Exercise
1610,26,Non-Exercise
1611,50,Tap Right Device
1612,2,Bicep Curl
1613,26,Non-Exercise
1614,8,Device on Table
1615,26,Non-Exercise
1616,40,Sit-up (hands positioned behind head)
1617,26,Non-Exercise
1618,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
1619,5,Butterfly Sit-up
1620,26,Non-Exercise
1621,26,Non-Exercise
1622,26,Non-Exercise
1623,26,Non-Exercise
1624,22,Lawnmower (left arm)
1625,26,Non-Exercise
1626,26,Non-Exercise
1627,10,Dumbbell Deadlift Row
1628,0,Arm Band Adjustment
1629,26,Non-Exercise
1630,26,Non-Exercise
1631,26,Non-Exercise
1632,35,Russian Twist
1633,2,Bicep Curl
1634,22,Lawnmower (left arm)
1635,26,Non-Exercise
1636,23,Lawnmower (right arm)
1637,11,Dumbbell Row (knee on bench) (label spans both arms)
1638,26,Non-Exercise
1639,39,Side Plank Right side
1640,40,Sit-up (hands positioned behind head)
1641,26,Non-Exercise
1642,26,Non-Exercise
1643,26,Non-Exercise
1644,40,Sit-up (hands positioned behind head)
1645,26,Non-Exercise
1646,60,Wall Squat
1647,2,Bicep Curl
1648,38,Side Plank Left side
1649,31,Pushups
1650,52,Triceps Kickback (knee on bench) (left arm)
1651,26,Non-Exercise
1652,26,Non-Exercise
1653,8,Device on Table
1654,26,Non-Exercise
1655,1,Band Pull-Down Row
1656,26,Non-Exercise
1657,8,Device on Table
1658,53,Triceps Kickback (knee on bench) (right arm)
1659,38,Side Plank Left side
1660,20,Kettlebell Swing
1661,26,Non-Exercise
1662,33,Rowing machine
1663,51,Triceps Kickback (knee on bench) (label spans both arms)
1664,18,Jump Rope
1665,27,Overhead Triceps Extension
1666,1,Band Pull-Down Row
1667,26,Non-Exercise
1668,34,Running (treadmill)
1669,27,Overhead Triceps Extension
1670,59,Wall Ball
1671,23,Lawnmower (right arm)
1672,26,Non-Exercise
1673,9,Dip
1674,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
1675,26,Non-Exercise
1676,26,Non-Exercise
1677,9,Dip
1678,39,Side Plank Right side
1679,28,Plank
1680,4,Burpee
1681,48,Static Stretch (at your own pace)
1682,26,Non-Exercise
1683,26,Non-Exercise
1684,60,Wall Squat
1685,26,Non-Exercise
1686,50,Tap Right Device
1687,26,Non-Exercise
1688,26,Non-Exercise
1689,26,Non-Exercise
1690,54,Triceps extension (lying down)
1691,26,Non-Exercise
1692,1,Band Pull-Down Row
1693,4,Burpee
1694,26,Non-Exercise
1695,32,Repetitive Stretching
1696,26,Non-Exercise
1697,26,Non-Exercise
1698,35,Russian Twist
1699,26,Non-Exercise
1700,60,Wall Squat
1701,22,Lawnmower (left arm)
1702,45,Squat (kettlebell / goblet)
1703,26,Non-Exercise
1704,26,Non-Exercise
1705,20,Kettlebell Swing
1706,26,Non-Exercise
1707,26,Non-Exercise
1708,26,Non-Exercise
1709,19,Jumping Jacks
1710,28,Plank
1711,26,Non-Exercise
1712,26,Non-Exercise
1713,5,Butterfly Sit-up
1714,6,Chest Press (rack)
1715,26,Non-Exercise
1716,26,Non-Exercise
1717,26,Non-Exercise
1718,30,Pushup (knee or foot variation)
1719,41,Sit-ups
1720,26,Non-Exercise
1721,16,Elliptical machine
1722,7,Crunch
1723,26,Non-Exercise
1724,27,Overhead Triceps Extension
1725,26,Non-Exercise
1726,26,Non-Exercise
1727,26,Non-Exercise
1728,26,Non-Exercise
1729,26,Non-Exercise
1730,34,Running (treadmill)
1731,32,Repetitive Stretching
1732,4,Burpee
1733,26,Non-Exercise
1734,26,Non-Exercise
1735,26,Non-Exercise
1736,60,Wall Squat
1737,26,Non-Exercise
1738,18,Jump Rope
1739,30,Pushup (knee or foot variation)
1740,26,Non-Exercise
1741,41,Sit-ups
1742,26,Non-Exercise
1743,8,Device on Table
1744,26,Non-Exercise
1745,26,Non-Exercise
1746,56,V-up
1747,26,Non-Exercise
1748,22,Lawnmower (left arm)
1749,40,Sit-up (hands positioned behind head)
1750,16,Elliptical machine
1751,26,Non-Exercise
1752,45,Squat (kettlebell / goblet)
1753,6,Chest Press (rack)
1754,20,Kettlebell Swing
1755,26,Non-Exercise
1756,30,Pushup (knee or foot variation)
1757,26,Non-Exercise
1758,26,Non-Exercise
1759,49,Static stretch
1760,26,Non-Exercise
1761,39,Side Plank Right side
1762,54,Triceps extension (lying down)
1763,44,Squat (hands behind head)
1764,38,Side Plank Left side
1765,48,Static Stretch (at your own pace)
1766,26,Non-Exercise
1767,26,Non-Exercise
1768,14,Dumbbell Squat (hands at side)
1769,26,Non-Exercise
1770,26,Non-Exercise
1771,49,Static stretch
1772,26,Non-Exercise
1773,39,Side Plank Right side
1774,26,Non-Exercise
1775,8,Device on Table
1776,48,Static Stretch (at your own pace)
1777,26,Non-Exercise
1778,49,Static stretch
1779,60,Wall Squat
1780,17,Fast Alternating Punches
1781,14,Dumbbell Squat (hands at side)
1782,26,Non-Exercise
1783,11,Dumbbell Row (knee on bench) (label spans both arms)
1784,26,Non-Exercise
1785,28,Plank
1786,26,Non-Exercise
1787,26,Non-Exercise
1788,26,Non-Exercise
1789,40,Sit-up (hands positioned behind head)
1790,56,V-up
1791,54,Triceps extension (lying down)
1792,26,Non-Exercise
1793,8,Device on Table
1794,33,Rowing machine
1795,26,Non-Exercise
1796,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
1797,35,Russian Twist
1798,26,Non-Exercise
1799,26,Non-Exercise
1800,30,Pushup (knee or foot variation)
1801,19,Jumping Jacks
1802,26,Non-Exercise
1803,56,V-up
1804,26,Non-Exercise
1805,26,Non-Exercise
1806,15,Dynamic Stretch (at your own pace)
1807,6,Chest Press (rack)
1808,40,Sit-up (hands positioned behind head)
1809,26,Non-Exercise
1810,26,Non-Exercise
1811,29,Power Boat pose
1812,38,Side Plank Left side
1813,26,Non-Exercise
1814,26,Non-Exercise
1815,26,Non-Exercise
1816,37,Shoulder Press (dumbbell)
1817,15,Dynamic Stretch (at your own pace)
1818,19,Jumping Jacks
1819,19,Jumping Jacks
1820,2,Bicep Curl
1821,21,Lateral Raise
1822,27,Overhead Triceps Extension
1823,4,Burpee
1824,16,Elliptical machine
1825,26,Non-Exercise
1826,26,Non-Exercise
1827,40,Sit-up (hands positioned behind head)
1828,6,Chest Press (rack)
1829,26,Non-Exercise
1830,26,Non-Exercise
1831,26,Non-Exercise
1832,26,Non-Exercise
1833,26,Non-Exercise
1834,26,Non-Exercise
1835,26,Non-Exercise
1836,60,Wall Squat
1837,50,Tap Right Device
1838,59,Wall Ball
1839,26,Non-Exercise
1840,26,Non-Exercise
1841,21,Lateral Raise
1842,27,Overhead Triceps Extension
1843,59,Wall Ball
1844,26,Non-Exercise
1845,17,Fast Alternating Punches
1846,26,Non-Exercise
1847,26,Non-Exercise
1848,32,Repetitive Stretching
1849,26,Non-Exercise
1850,16,Elliptical machine
1851,21,Lateral Raise
1852,6,Chest Press (rack)
1853,26,Non-Exercise
1854,26,Non-Exercise
1855,29,Power Boat pose
1856,29,Power Boat pose
1857,5,Butterfly Sit-up
1858,26,Non-Exercise
1859,25,Medicine Ball Slam
1860,42,Squat
1861,39,Side Plank Right side
1862,26,Non-Exercise
1863,17,Fast Alternating Punches
1864,26,Non-Exercise
1865,48,Static Stretch (at your own pace)
1866,37,Shoulder Press (dumbbell)
1867,22,Lawnmower (left arm)
1868,26,Non-Exercise
1869,2,Bicep Curl
1870,45,Squat (kettlebell / goblet)
1871,26,Non-Exercise
1872,26,Non-Exercise
1873,33,Rowing machine
1874,36,Seated Back Fly
1875,58,Walking lunge
1876,50,Tap Right Device
1877,26,Non-Exercise
1878,36,Seated Back Fly
1879,45,Squat (kettlebell / goblet)
1880,40,Sit-up (hands positioned behind head)
1881,26,Non-Exercise
1882,35,Russian Twist
1883,26,Non-Exercise
1884,28,Plank
1885,60,Wall Squat
1886,11,Dumbbell Row (knee on bench) (label spans both arms)
1887,31,Pushups
1888,18,Jump Rope
1889,43,"Squat (arms in front of body, parallel to ground)"
1890,9,Dip
1891,26,Non-Exercise
1892,40,Sit-up (hands positioned behind head)
1893,26,Non-Exercise
1894,26,Non-Exercise
1895,8,Device on Table
1896,26,Non-Exercise
1897,1,Band Pull-Down Row
1898,30,Pushup (knee or foot variation)
1899,26,Non-Exercise
1900,26,Non-Exercise
1901,40,Sit-up (hands positioned behind head)
1902,26,Non-Exercise
1903,26,Non-Exercise
1904,44,Squat (hands behind head)
1905,26,Non-Exercise
1906,39,Side Plank Right side
1907,26,Non-Exercise
1908,47,Squat Rack Shoulder Press
1909,26,Non-Exercise
1910,18,Jump Rope
1911,8,Device on Table
1912,23,Lawnmower (right arm)
1913,26,Non-Exercise
1914,4,Burpee
1915,28,Plank
1916,41,Sit-ups
1917,24,"Lunge (alternating both legs, weight optional)"
1918,51,Triceps Kickback (knee on bench) (label spans both arms)
1919,25,Medicine Ball Slam
1920,47,Squat Rack Shoulder Press
1921,5,Butterfly Sit-up
1922,28,Plank
1923,32,Repetitive Stretching
1924,47,Squat Rack Shoulder Press
1925,7,Crunch
1926,26,Non-Exercise
1927,16,Elliptical machine
1928,9,Dip
1929,35,Russian Twist
1930,42,Squat
1931,45,Squat (kettlebell / goblet)
1932,30,Pushup (knee or foot variation)
1933,26,Non-Exercise
1934,26,Non-Exercise
1935,26,Non-Exercise
1936,26,Non-Exercise
1937,21,Lateral Raise
1938,26,Non-Exercise
1939,2,Bicep Curl
1940,26,Non-Exercise
1941,26,Non-Exercise
1942,26,Non-Exercise
1943,26,Non-Exercise
1944,26,Non-Exercise
1945,26,Non-Exercise
1946,50,Tap Right Device
1947,26,Non-Exercise
1948,52,Triceps Kickback (knee on bench) (left arm)
1949,26,Non-Exercise
1950,27,Overhead Triceps Extension
1951,26,Non-Exercise
1952,56,V-up
1953,8,Device on Table
1954,8,Device on Table
1955,29,Power Boat pose
1956,26,Non-Exercise
1957,26,Non-Exercise
1958,8,Device on Table
1959,48,Static Stretch (at your own pace)
1960,26,Non-Exercise
1961,20,Kettlebell Swing
1962,26,Non-Exercise
1963,40,Sit-up (hands positioned behind head)
1964,34,Running (treadmill)
1965,26,Non-Exercise
1966,50,Tap Right Device
1967,28,Plank
1968,43,"Squat (arms in front of body, parallel to ground)"
1969,26,Non-Exercise
1970,21,Lateral Raise
1971,5,Butterfly Sit-up
1972,26,Non-Exercise
1973,26,Non-Exercise
1974,42,Squat
1975,26,Non-Exercise
1976,26,Non-Exercise
1977,26,Non-Exercise
1978,14,Dumbbell Squat (hands at side)
1979,26,Non-Exercise
1980,26,Non-Exercise
1981,26,Non-Exercise
1982,60,Wall Squat
1983,16,Elliptical machine
1984,26,Non-Exercise
1985,26,Non-Exercise
1986,3,Biceps Curl (band)
1987,26,Non-Exercise
1988,26,Non-Exercise
1989,17,Fast Alternating Punches
1990,51,Triceps Kickback (knee on bench) (label spans both arms)
1991,26,Non-Exercise
1992,26,Non-Exercise
1993,30,Pushup (knee or foot variation)
1994,26,Non-Exercise
1995,26,Non-Exercise
1996,26,Non-Exercise
1997,26,Non-Exercise
1998,26,Non-Exercise
1999,46,Squat Jump
2000,26,Non-Exercise
2001,31,Pushups
2002,29,Power Boat pose
2003,30,Pushup (knee or foot variation)
2004,26,Non-Exercise
2005,26,Non-Exercise
2006,18,Jump Rope
2007,53,Triceps Kickback (knee on bench) (right arm)
2008,27,Overhead Triceps Extension
2009,4,Burpee
2010,24,"Lunge (alternating both legs, weight optional)"
2011,60,Wall Squat
2012,26,Non-Exercise
